timestamp_utc,timestamp_local,temperature_c,relative_humidity_pct,wind_speed_10m_mps,solar_radiation_wm2,dew_point_c,surface_pressure_kpa
2024-05-01 00:00:00+00:00,2024-05-01 05:30:00+05:30,20.16,38.67,3.66,22.76,5.66,97.82
2024-05-01 01:00:00+00:00,2024-05-01 06:30:00+05:30,22.37,37.48,4.94,154.26,7.19,97.89
2024-05-01 02:00:00+00:00,2024-05-01 07:30:00+05:30,25.94,31.72,4.96,342.3,7.89,97.95
2024-05-01 03:00:00+00:00,2024-05-01 08:30:00+05:30,30.76,19.83,6.17,546.41,5.03,98.01
2024-05-01 04:00:00+00:00,2024-05-01 09:30:00+05:30,33.5,13.66,6.99,715.67,2.07,98.05
2024-05-01 05:00:00+00:00,2024-05-01 10:30:00+05:30,34.6,11.74,7.28,845.11,0.83,98.05
2024-05-01 06:00:00+00:00,2024-05-01 11:30:00+05:30,35.4,10.14,7.6,901.9,-0.53,98.01
2024-05-01 07:00:00+00:00,2024-05-01 12:30:00+05:30,35.85,9.27,7.87,890.36,-1.37,97.95
2024-05-01 08:00:00+00:00,2024-05-01 13:30:00+05:30,35.84,8.92,8.21,904.28,-1.88,97.89
2024-05-01 09:00:00+00:00,2024-05-01 14:30:00+05:30,35.37,8.8,8.61,758.97,-2.35,97.83
2024-05-01 10:00:00+00:00,2024-05-01 15:30:00+05:30,34.42,8.81,8.85,563.25,-3.06,97.81
2024-05-01 11:00:00+00:00,2024-05-01 16:30:00+05:30,32.98,9.18,8.73,337.88,-3.58,97.81
2024-05-01 12:00:00+00:00,2024-05-01 17:30:00+05:30,31.2,10.15,7.72,119.43,-3.62,97.86
2024-05-01 13:00:00+00:00,2024-05-01 18:30:00+05:30,28.27,13.0,5.08,4.65,-2.68,97.92
2024-05-01 14:00:00+00:00,2024-05-01 19:30:00+05:30,26.45,16.11,4.22,0.0,-1.27,98.0
2024-05-01 15:00:00+00:00,2024-05-01 20:30:00+05:30,25.31,18.56,3.77,0.0,-0.24,98.08
2024-05-01 16:00:00+00:00,2024-05-01 21:30:00+05:30,24.15,20.68,3.34,0.0,0.28,98.1
2024-05-01 17:00:00+00:00,2024-05-01 22:30:00+05:30,23.14,22.42,3.11,0.0,0.58,98.1
2024-05-01 18:00:00+00:00,2024-05-01 23:30:00+05:30,22.34,24.05,3.09,0.0,0.85,98.08
2024-05-01 19:00:00+00:00,2024-05-02 00:30:00+05:30,21.65,25.57,3.12,0.0,1.13,98.06
2024-05-01 20:00:00+00:00,2024-05-02 01:30:00+05:30,21.02,27.07,3.18,0.0,1.38,98.04
2024-05-01 21:00:00+00:00,2024-05-02 02:30:00+05:30,20.4,28.57,3.15,0.0,1.6,98.01
2024-05-01 22:00:00+00:00,2024-05-02 03:30:00+05:30,19.75,30.15,3.08,0.0,1.8,97.99
2024-05-01 23:00:00+00:00,2024-05-02 04:30:00+05:30,19.11,31.87,3.01,0.0,2.0,97.99
2024-05-02 00:00:00+00:00,2024-05-02 05:30:00+05:30,19.19,32.15,2.97,28.4,2.19,98.03
2024-05-02 01:00:00+00:00,2024-05-02 06:30:00+05:30,22.28,26.88,4.2,201.3,2.35,98.08
2024-05-02 02:00:00+00:00,2024-05-02 07:30:00+05:30,26.05,21.45,3.79,411.48,2.38,98.12
2024-05-02 03:00:00+00:00,2024-05-02 08:30:00+05:30,30.45,15.79,4.71,605.83,1.68,98.17
2024-05-02 04:00:00+00:00,2024-05-02 09:30:00+05:30,32.63,13.25,4.53,811.05,0.97,98.18
2024-05-02 05:00:00+00:00,2024-05-02 10:30:00+05:30,34.53,11.43,4.77,948.7,0.41,98.16
2024-05-02 06:00:00+00:00,2024-05-02 11:30:00+05:30,36.08,10.11,4.99,1004.7,-0.04,98.06
2024-05-02 07:00:00+00:00,2024-05-02 12:30:00+05:30,37.25,9.35,5.36,992.75,-0.2,97.96
2024-05-02 08:00:00+00:00,2024-05-02 13:30:00+05:30,37.94,9.07,5.89,907.65,-0.1,97.87
2024-05-02 09:00:00+00:00,2024-05-02 14:30:00+05:30,37.91,9.29,6.25,759.08,0.2,97.79
2024-05-02 10:00:00+00:00,2024-05-02 15:30:00+05:30,37.48,9.68,6.44,560.83,0.44,97.77
2024-05-02 11:00:00+00:00,2024-05-02 16:30:00+05:30,36.46,10.31,6.25,333.8,0.5,97.77
2024-05-02 12:00:00+00:00,2024-05-02 17:30:00+05:30,34.44,11.64,4.45,119.32,0.6,97.81
2024-05-02 13:00:00+00:00,2024-05-02 18:30:00+05:30,29.94,15.43,3.28,4.75,0.96,97.89
2024-05-02 14:00:00+00:00,2024-05-02 19:30:00+05:30,28.34,16.98,3.37,0.0,1.0,97.98
2024-05-02 15:00:00+00:00,2024-05-02 20:30:00+05:30,27.35,18.09,3.45,0.0,1.05,98.06
2024-05-02 16:00:00+00:00,2024-05-02 21:30:00+05:30,26.49,19.17,3.49,0.0,1.16,98.1
2024-05-02 17:00:00+00:00,2024-05-02 22:30:00+05:30,25.69,20.29,3.52,0.0,1.29,98.1
2024-05-02 18:00:00+00:00,2024-05-02 23:30:00+05:30,25.0,21.19,3.49,0.0,1.33,98.1
2024-05-02 19:00:00+00:00,2024-05-03 00:30:00+05:30,24.2,22.07,3.4,0.0,1.24,98.07
2024-05-02 20:00:00+00:00,2024-05-03 01:30:00+05:30,23.45,22.91,3.3,0.0,1.13,98.04
2024-05-02 21:00:00+00:00,2024-05-03 02:30:00+05:30,22.84,23.72,3.24,0.0,1.07,98.03
2024-05-02 22:00:00+00:00,2024-05-03 03:30:00+05:30,22.35,24.49,3.07,0.0,1.11,98.03
2024-05-02 23:00:00+00:00,2024-05-03 04:30:00+05:30,21.84,25.45,2.85,0.0,1.2,98.04
2024-05-03 00:00:00+00:00,2024-05-03 05:30:00+05:30,21.94,25.54,2.65,31.62,1.33,98.08
2024-05-03 01:00:00+00:00,2024-05-03 06:30:00+05:30,25.08,21.3,3.78,216.2,1.45,98.15
2024-05-03 02:00:00+00:00,2024-05-03 07:30:00+05:30,28.54,17.39,3.77,442.23,1.46,98.21
2024-05-03 03:00:00+00:00,2024-05-03 08:30:00+05:30,33.43,12.19,6.05,662.1,0.44,98.26
2024-05-03 04:00:00+00:00,2024-05-03 09:30:00+05:30,35.67,9.96,7.17,808.53,-0.55,98.28
2024-05-03 05:00:00+00:00,2024-05-03 10:30:00+05:30,37.34,8.64,6.94,828.67,-1.15,98.23
2024-05-03 06:00:00+00:00,2024-05-03 11:30:00+05:30,38.75,7.64,6.79,894.53,-1.7,98.16
2024-05-03 07:00:00+00:00,2024-05-03 12:30:00+05:30,39.49,7.12,6.87,908.5,-2.06,98.09
2024-05-03 08:00:00+00:00,2024-05-03 13:30:00+05:30,39.9,6.87,7.06,772.17,-2.21,98.01
2024-05-03 09:00:00+00:00,2024-05-03 14:30:00+05:30,40.15,6.82,7.14,634.62,-2.12,97.96
2024-05-03 10:00:00+00:00,2024-05-03 15:30:00+05:30,39.16,7.28,7.28,401.75,-2.01,97.96
2024-05-03 11:00:00+00:00,2024-05-03 16:30:00+05:30,37.8,8.03,7.16,225.4,-1.78,98.0
2024-05-03 12:00:00+00:00,2024-05-03 17:30:00+05:30,35.7,9.41,4.84,86.97,-1.28,98.05
2024-05-03 13:00:00+00:00,2024-05-03 18:30:00+05:30,33.1,11.53,3.89,3.83,-0.56,98.11
2024-05-03 14:00:00+00:00,2024-05-03 19:30:00+05:30,32.12,12.85,3.64,0.0,0.17,98.17
2024-05-03 15:00:00+00:00,2024-05-03 20:30:00+05:30,30.94,14.62,3.02,0.0,1.01,98.2
2024-05-03 16:00:00+00:00,2024-05-03 21:30:00+05:30,30.11,16.22,3.04,0.0,1.77,98.22
2024-05-03 17:00:00+00:00,2024-05-03 22:30:00+05:30,29.23,18.41,3.2,0.0,2.82,98.24
2024-05-03 18:00:00+00:00,2024-05-03 23:30:00+05:30,28.64,20.72,3.12,0.0,4.01,98.21
2024-05-03 19:00:00+00:00,2024-05-04 00:30:00+05:30,28.32,22.37,3.09,0.0,4.84,98.17
2024-05-03 20:00:00+00:00,2024-05-04 01:30:00+05:30,27.88,23.52,3.06,0.0,5.22,98.13
2024-05-03 21:00:00+00:00,2024-05-04 02:30:00+05:30,27.23,24.52,3.0,0.0,5.26,98.13
2024-05-03 22:00:00+00:00,2024-05-04 03:30:00+05:30,26.75,25.0,2.88,0.0,5.11,98.16
2024-05-03 23:00:00+00:00,2024-05-04 04:30:00+05:30,26.25,25.12,2.68,0.0,4.75,98.18
2024-05-04 00:00:00+00:00,2024-05-04 05:30:00+05:30,26.08,24.4,2.41,16.55,4.22,98.22
2024-05-04 01:00:00+00:00,2024-05-04 06:30:00+05:30,28.11,20.97,2.47,102.85,3.74,98.27
2024-05-04 02:00:00+00:00,2024-05-04 07:30:00+05:30,30.57,17.89,2.34,232.07,3.52,98.32
2024-05-04 03:00:00+00:00,2024-05-04 08:30:00+05:30,35.35,13.93,2.86,332.6,3.81,98.35
2024-05-04 04:00:00+00:00,2024-05-04 09:30:00+05:30,38.57,11.61,3.81,647.6,3.74,98.34
2024-05-04 05:00:00+00:00,2024-05-04 10:30:00+05:30,40.15,10.37,4.6,880.9,3.39,98.29
2024-05-04 06:00:00+00:00,2024-05-04 11:30:00+05:30,41.03,9.65,5.19,959.45,3.06,98.22
2024-05-04 07:00:00+00:00,2024-05-04 12:30:00+05:30,42.05,8.91,5.34,943.12,2.72,98.11
2024-05-04 08:00:00+00:00,2024-05-04 13:30:00+05:30,42.71,8.26,5.17,785.28,2.2,98.0
2024-05-04 09:00:00+00:00,2024-05-04 14:30:00+05:30,42.49,7.96,4.96,684.17,1.56,97.89
2024-05-04 10:00:00+00:00,2024-05-04 15:30:00+05:30,41.82,7.93,4.68,536.3,1.0,97.83
2024-05-04 11:00:00+00:00,2024-05-04 16:30:00+05:30,40.76,8.14,4.2,316.1,0.57,97.79
2024-05-04 12:00:00+00:00,2024-05-04 17:30:00+05:30,38.15,9.87,2.42,112.07,1.19,97.77
2024-05-04 13:00:00+00:00,2024-05-04 18:30:00+05:30,34.65,12.21,2.24,5.2,1.43,97.77
2024-05-04 14:00:00+00:00,2024-05-04 19:30:00+05:30,33.28,13.25,2.32,0.0,1.46,97.82
2024-05-04 15:00:00+00:00,2024-05-04 20:30:00+05:30,32.12,14.8,2.39,0.0,2.03,97.86
2024-05-04 16:00:00+00:00,2024-05-04 21:30:00+05:30,30.96,16.96,2.39,0.0,2.96,97.88
2024-05-04 17:00:00+00:00,2024-05-04 22:30:00+05:30,29.96,19.36,2.35,0.0,4.05,97.86
2024-05-04 18:00:00+00:00,2024-05-04 23:30:00+05:30,29.21,21.82,2.3,0.0,5.18,97.82
2024-05-04 19:00:00+00:00,2024-05-05 00:30:00+05:30,28.2,24.71,2.35,0.0,6.15,97.77
2024-05-04 20:00:00+00:00,2024-05-05 01:30:00+05:30,27.02,27.82,2.43,0.0,6.89,97.71
2024-05-04 21:00:00+00:00,2024-05-05 02:30:00+05:30,26.28,30.23,2.4,0.0,7.48,97.69
2024-05-04 22:00:00+00:00,2024-05-05 03:30:00+05:30,25.67,32.57,2.4,0.0,8.06,97.69
2024-05-04 23:00:00+00:00,2024-05-05 04:30:00+05:30,24.75,35.41,2.6,0.0,8.46,97.71
2024-05-05 00:00:00+00:00,2024-05-05 05:30:00+05:30,24.85,35.81,3.06,30.62,8.72,97.74
2024-05-05 01:00:00+00:00,2024-05-05 06:30:00+05:30,27.46,31.17,4.59,200.8,8.94,97.78
2024-05-05 02:00:00+00:00,2024-05-05 07:30:00+05:30,31.28,25.22,4.33,414.98,9.08,97.82
2024-05-05 03:00:00+00:00,2024-05-05 08:30:00+05:30,36.73,17.41,4.63,629.45,8.1,97.84
2024-05-05 04:00:00+00:00,2024-05-05 09:30:00+05:30,39.81,14.17,4.21,804.55,7.52,97.84
2024-05-05 05:00:00+00:00,2024-05-05 10:30:00+05:30,41.68,12.71,3.96,923.12,7.4,97.79
2024-05-05 06:00:00+00:00,2024-05-05 11:30:00+05:30,42.86,11.92,3.94,943.4,7.4,97.71
2024-05-05 07:00:00+00:00,2024-05-05 12:30:00+05:30,43.59,11.46,4.09,928.5,7.38,97.62
2024-05-05 08:00:00+00:00,2024-05-05 13:30:00+05:30,43.84,11.37,4.41,843.78,7.46,97.53
2024-05-05 09:00:00+00:00,2024-05-05 14:30:00+05:30,43.21,11.78,4.8,697.53,7.49,97.47
2024-05-05 10:00:00+00:00,2024-05-05 15:30:00+05:30,42.32,12.41,5.2,506.42,7.55,97.43
2024-05-05 11:00:00+00:00,2024-05-05 16:30:00+05:30,41.1,13.37,5.45,294.83,7.69,97.42
2024-05-05 12:00:00+00:00,2024-05-05 17:30:00+05:30,39.29,14.92,4.61,105.82,7.87,97.45
2024-05-05 13:00:00+00:00,2024-05-05 18:30:00+05:30,35.66,18.37,3.33,5.07,8.01,97.51
2024-05-05 14:00:00+00:00,2024-05-05 19:30:00+05:30,34.27,19.51,3.71,0.0,7.77,97.59
2024-05-05 15:00:00+00:00,2024-05-05 20:30:00+05:30,33.36,19.76,4.12,0.0,7.2,97.66
2024-05-05 16:00:00+00:00,2024-05-05 21:30:00+05:30,32.38,20.08,4.35,0.0,6.66,97.72
2024-05-05 17:00:00+00:00,2024-05-05 22:30:00+05:30,31.32,21.23,4.28,0.0,6.57,97.75
2024-05-05 18:00:00+00:00,2024-05-05 23:30:00+05:30,30.33,23.12,4.09,0.0,6.99,97.77
2024-05-05 19:00:00+00:00,2024-05-06 00:30:00+05:30,29.47,25.46,3.87,0.0,7.69,97.77
2024-05-05 20:00:00+00:00,2024-05-06 01:30:00+05:30,28.74,27.78,3.68,0.0,8.34,97.78
2024-05-05 21:00:00+00:00,2024-05-06 02:30:00+05:30,28.06,29.68,3.42,0.0,8.74,97.77
2024-05-05 22:00:00+00:00,2024-05-06 03:30:00+05:30,27.42,31.25,3.13,0.0,8.95,97.8
2024-05-05 23:00:00+00:00,2024-05-06 04:30:00+05:30,26.86,32.57,2.88,0.0,9.08,97.85
2024-05-06 00:00:00+00:00,2024-05-06 05:30:00+05:30,26.99,32.61,2.53,30.38,9.21,97.91
2024-05-06 01:00:00+00:00,2024-05-06 06:30:00+05:30,30.1,27.5,2.84,193.4,9.37,97.97
2024-05-06 02:00:00+00:00,2024-05-06 07:30:00+05:30,33.11,23.45,1.74,399.42,9.53,98.05
2024-05-06 03:00:00+00:00,2024-05-06 08:30:00+05:30,37.5,18.53,2.75,606.2,9.63,98.1
2024-05-06 04:00:00+00:00,2024-05-06 09:30:00+05:30,39.38,16.44,3.47,778.08,9.37,98.13
2024-05-06 05:00:00+00:00,2024-05-06 10:30:00+05:30,40.74,15.09,3.83,897.3,9.17,98.1
2024-05-06 06:00:00+00:00,2024-05-06 11:30:00+05:30,42.0,13.91,4.2,928.4,8.98,98.02
2024-05-06 07:00:00+00:00,2024-05-06 12:30:00+05:30,42.73,13.19,4.57,918.62,8.77,97.91
2024-05-06 08:00:00+00:00,2024-05-06 13:30:00+05:30,43.03,12.74,4.98,774.5,8.48,97.8
2024-05-06 09:00:00+00:00,2024-05-06 14:30:00+05:30,42.82,12.54,5.5,675.85,8.08,97.73
2024-05-06 10:00:00+00:00,2024-05-06 15:30:00+05:30,42.24,12.57,6.13,503.58,7.69,97.69
2024-05-06 11:00:00+00:00,2024-05-06 16:30:00+05:30,41.2,12.96,6.51,286.9,7.31,97.68
2024-05-06 12:00:00+00:00,2024-05-06 17:30:00+05:30,39.61,13.87,5.76,100.57,7.06,97.72
2024-05-06 13:00:00+00:00,2024-05-06 18:30:00+05:30,35.89,16.98,3.44,5.35,7.06,97.78
2024-05-06 14:00:00+00:00,2024-05-06 19:30:00+05:30,34.05,18.81,3.27,0.0,7.06,97.86
2024-05-06 15:00:00+00:00,2024-05-06 20:30:00+05:30,32.98,20.02,3.2,0.0,7.08,97.93
2024-05-06 16:00:00+00:00,2024-05-06 21:30:00+05:30,32.02,21.21,3.15,0.0,7.16,97.97
2024-05-06 17:00:00+00:00,2024-05-06 22:30:00+05:30,31.09,22.53,3.11,0.0,7.25,97.99
2024-05-06 18:00:00+00:00,2024-05-06 23:30:00+05:30,30.23,23.89,3.09,0.0,7.4,98.0
2024-05-06 19:00:00+00:00,2024-05-07 00:30:00+05:30,29.51,25.35,3.11,0.0,7.66,98.0
2024-05-06 20:00:00+00:00,2024-05-07 01:30:00+05:30,28.92,27.05,3.16,0.0,8.11,97.99
2024-05-06 21:00:00+00:00,2024-05-07 02:30:00+05:30,28.4,28.92,3.11,0.0,8.66,97.99
2024-05-06 22:00:00+00:00,2024-05-07 03:30:00+05:30,27.95,30.36,3.04,0.0,8.99,98.0
2024-05-06 23:00:00+00:00,2024-05-07 04:30:00+05:30,27.68,30.89,2.95,0.0,9.0,98.03
2024-05-07 00:00:00+00:00,2024-05-07 05:30:00+05:30,28.11,30.1,2.74,30.08,8.99,98.07
2024-05-07 01:00:00+00:00,2024-05-07 06:30:00+05:30,32.01,24.18,3.3,164.9,9.06,98.13
2024-05-07 02:00:00+00:00,2024-05-07 07:30:00+05:30,35.39,19.97,3.18,321.4,9.03,98.18
2024-05-07 03:00:00+00:00,2024-05-07 08:30:00+05:30,39.25,14.85,1.71,502.23,7.77,98.23
2024-05-07 04:00:00+00:00,2024-05-07 09:30:00+05:30,40.61,13.61,0.7,699.7,7.58,98.26
2024-05-07 05:00:00+00:00,2024-05-07 10:30:00+05:30,41.39,13.1,0.72,862.33,7.62,98.25
2024-05-07 06:00:00+00:00,2024-05-07 11:30:00+05:30,42.18,12.6,1.12,891.7,7.66,98.2
2024-05-07 07:00:00+00:00,2024-05-07 12:30:00+05:30,42.88,12.17,1.33,861.2,7.7,98.12
2024-05-07 08:00:00+00:00,2024-05-07 13:30:00+05:30,43.37,11.82,1.37,779.0,7.65,98.04
2024-05-07 09:00:00+00:00,2024-05-07 14:30:00+05:30,43.21,11.75,1.18,645.25,7.46,97.96
2024-05-07 10:00:00+00:00,2024-05-07 15:30:00+05:30,42.75,11.79,0.93,465.4,7.15,97.9
2024-05-07 11:00:00+00:00,2024-05-07 16:30:00+05:30,41.88,12.05,0.65,265.73,6.8,97.86
2024-05-07 12:00:00+00:00,2024-05-07 17:30:00+05:30,40.31,13.53,0.51,101.2,7.23,97.87
2024-05-07 13:00:00+00:00,2024-05-07 18:30:00+05:30,37.37,15.8,1.69,5.15,7.19,97.92
2024-05-07 14:00:00+00:00,2024-05-07 19:30:00+05:30,35.6,17.26,2.55,0.0,7.06,97.98
2024-05-07 15:00:00+00:00,2024-05-07 20:30:00+05:30,34.58,18.59,2.82,0.0,7.31,98.06
2024-05-07 16:00:00+00:00,2024-05-07 21:30:00+05:30,33.62,20.1,2.93,0.0,7.68,98.12
2024-05-07 17:00:00+00:00,2024-05-07 22:30:00+05:30,32.73,21.68,3.07,0.0,8.05,98.16
2024-05-07 18:00:00+00:00,2024-05-07 23:30:00+05:30,31.89,23.16,3.16,0.0,8.33,98.16
2024-05-07 19:00:00+00:00,2024-05-08 00:30:00+05:30,30.94,24.74,3.1,0.0,8.51,98.12
2024-05-07 20:00:00+00:00,2024-05-08 01:30:00+05:30,29.83,26.58,3.0,0.0,8.63,98.08
2024-05-07 21:00:00+00:00,2024-05-08 02:30:00+05:30,28.96,28.06,2.99,0.0,8.68,98.08
2024-05-07 22:00:00+00:00,2024-05-08 03:30:00+05:30,28.2,29.33,3.07,0.0,8.69,98.09
2024-05-07 23:00:00+00:00,2024-05-08 04:30:00+05:30,27.48,30.48,3.22,0.0,8.64,98.13
2024-05-08 00:00:00+00:00,2024-05-08 05:30:00+05:30,27.43,30.24,3.86,29.92,8.46,98.18
2024-05-08 01:00:00+00:00,2024-05-08 06:30:00+05:30,29.2,26.75,5.0,171.25,8.15,98.22
2024-05-08 02:00:00+00:00,2024-05-08 07:30:00+05:30,32.57,21.12,5.25,355.83,7.52,98.24
2024-05-08 03:00:00+00:00,2024-05-08 08:30:00+05:30,36.81,16.1,5.69,548.15,7.01,98.24
2024-05-08 04:00:00+00:00,2024-05-08 09:30:00+05:30,39.44,13.85,5.17,617.2,6.91,98.23
2024-05-08 05:00:00+00:00,2024-05-08 10:30:00+05:30,41.21,12.16,4.33,797.38,6.4,98.18
2024-05-08 06:00:00+00:00,2024-05-08 11:30:00+05:30,42.31,11.0,3.47,881.4,5.82,98.11
2024-05-08 07:00:00+00:00,2024-05-08 12:30:00+05:30,42.95,10.3,2.69,898.8,5.39,98.03
2024-05-08 08:00:00+00:00,2024-05-08 13:30:00+05:30,43.13,9.96,1.92,813.5,5.05,97.93
2024-05-08 09:00:00+00:00,2024-05-08 14:30:00+05:30,42.85,9.92,1.15,666.42,4.8,97.86
2024-05-08 10:00:00+00:00,2024-05-08 15:30:00+05:30,42.18,10.18,0.37,477.58,4.63,97.81
2024-05-08 11:00:00+00:00,2024-05-08 16:30:00+05:30,41.18,10.67,0.58,293.4,4.54,97.8
2024-05-08 12:00:00+00:00,2024-05-08 17:30:00+05:30,39.57,12.1,0.68,109.22,5.07,97.83
2024-05-08 13:00:00+00:00,2024-05-08 18:30:00+05:30,36.36,14.63,1.62,5.35,5.29,97.89
2024-05-08 14:00:00+00:00,2024-05-08 19:30:00+05:30,33.8,16.72,2.8,0.0,5.16,97.97
2024-05-08 15:00:00+00:00,2024-05-08 20:30:00+05:30,32.71,18.87,3.45,0.0,6.02,98.05
2024-05-08 16:00:00+00:00,2024-05-08 21:30:00+05:30,31.69,22.28,4.76,0.0,7.59,98.12
2024-05-08 17:00:00+00:00,2024-05-08 22:30:00+05:30,30.36,26.67,5.36,0.0,9.11,98.16
2024-05-08 18:00:00+00:00,2024-05-08 23:30:00+05:30,29.22,30.64,5.35,0.0,10.2,98.17
2024-05-08 19:00:00+00:00,2024-05-09 00:30:00+05:30,28.19,34.4,5.33,0.0,11.05,98.16
2024-05-08 20:00:00+00:00,2024-05-09 01:30:00+05:30,27.17,38.28,5.46,0.0,11.76,98.15
2024-05-08 21:00:00+00:00,2024-05-09 02:30:00+05:30,26.44,41.0,5.38,0.0,12.17,98.15
2024-05-08 22:00:00+00:00,2024-05-09 03:30:00+05:30,26.02,42.58,5.31,0.0,12.36,98.14
2024-05-08 23:00:00+00:00,2024-05-09 04:30:00+05:30,25.68,43.84,5.09,0.0,12.5,98.18
2024-05-09 00:00:00+00:00,2024-05-09 05:30:00+05:30,25.64,44.68,5.18,29.75,12.74,98.23
2024-05-09 01:00:00+00:00,2024-05-09 06:30:00+05:30,27.4,41.67,5.77,171.35,13.26,98.29
2024-05-09 02:00:00+00:00,2024-05-09 07:30:00+05:30,30.45,35.34,6.03,367.23,13.45,98.33
2024-05-09 03:00:00+00:00,2024-05-09 08:30:00+05:30,33.31,29.0,5.44,560.55,12.89,98.35
2024-05-09 04:00:00+00:00,2024-05-09 09:30:00+05:30,35.57,25.14,4.71,765.47,12.64,98.33
2024-05-09 05:00:00+00:00,2024-05-09 10:30:00+05:30,37.47,22.48,3.99,885.9,12.51,98.27
2024-05-09 06:00:00+00:00,2024-05-09 11:30:00+05:30,38.99,20.51,3.02,906.35,12.37,98.19
2024-05-09 07:00:00+00:00,2024-05-09 12:30:00+05:30,40.14,19.04,1.96,891.88,12.17,98.09
2024-05-09 08:00:00+00:00,2024-05-09 13:30:00+05:30,40.82,17.88,1.31,806.72,11.77,97.98
2024-05-09 09:00:00+00:00,2024-05-09 14:30:00+05:30,40.91,17.13,1.17,661.58,11.2,97.89
2024-05-09 10:00:00+00:00,2024-05-09 15:30:00+05:30,40.53,16.75,1.12,473.8,10.57,97.83
2024-05-09 11:00:00+00:00,2024-05-09 16:30:00+05:30,39.69,17.0,1.16,269.48,10.1,97.81
2024-05-09 12:00:00+00:00,2024-05-09 17:30:00+05:30,38.37,17.96,1.11,99.5,9.88,97.85
2024-05-09 13:00:00+00:00,2024-05-09 18:30:00+05:30,35.35,21.41,1.6,5.57,10.02,97.93
2024-05-09 14:00:00+00:00,2024-05-09 19:30:00+05:30,33.42,24.43,2.51,0.0,10.39,98.03
2024-05-09 15:00:00+00:00,2024-05-09 20:30:00+05:30,32.5,26.48,2.85,0.0,10.83,98.1
2024-05-09 16:00:00+00:00,2024-05-09 21:30:00+05:30,31.61,28.45,3.03,0.0,11.16,98.12
2024-05-09 17:00:00+00:00,2024-05-09 22:30:00+05:30,30.81,30.16,3.2,0.0,11.35,98.12
2024-05-09 18:00:00+00:00,2024-05-09 23:30:00+05:30,30.04,31.7,3.27,0.0,11.43,98.1
2024-05-09 19:00:00+00:00,2024-05-10 00:30:00+05:30,29.26,33.26,3.18,0.0,11.47,98.07
2024-05-09 20:00:00+00:00,2024-05-10 01:30:00+05:30,28.46,35.03,3.0,0.0,11.57,98.05
2024-05-09 21:00:00+00:00,2024-05-10 02:30:00+05:30,27.72,36.87,2.89,0.0,11.69,98.06
2024-05-09 22:00:00+00:00,2024-05-10 03:30:00+05:30,27.14,38.59,2.91,0.0,11.87,98.09
2024-05-09 23:00:00+00:00,2024-05-10 04:30:00+05:30,26.61,40.42,3.11,0.0,12.1,98.16
2024-05-10 00:00:00+00:00,2024-05-10 05:30:00+05:30,26.65,41.21,4.14,27.05,12.41,98.24
2024-05-10 01:00:00+00:00,2024-05-10 06:30:00+05:30,28.19,38.79,5.13,157.12,12.87,98.32
2024-05-10 02:00:00+00:00,2024-05-10 07:30:00+05:30,31.62,32.54,5.47,331.98,13.2,98.37
2024-05-10 03:00:00+00:00,2024-05-10 08:30:00+05:30,34.89,26.32,5.27,470.9,12.76,98.41
2024-05-10 04:00:00+00:00,2024-05-10 09:30:00+05:30,36.97,22.83,4.44,700.38,12.33,98.42
2024-05-10 05:00:00+00:00,2024-05-10 10:30:00+05:30,38.69,20.27,3.34,820.8,11.93,98.37
2024-05-10 06:00:00+00:00,2024-05-10 11:30:00+05:30,40.11,18.29,2.22,898.53,11.52,98.29
2024-05-10 07:00:00+00:00,2024-05-10 12:30:00+05:30,41.1,16.79,1.14,878.55,11.06,98.2
2024-05-10 08:00:00+00:00,2024-05-10 13:30:00+05:30,41.64,15.78,0.15,790.38,10.55,98.09
2024-05-10 09:00:00+00:00,2024-05-10 14:30:00+05:30,41.9,15.13,0.79,625.15,10.12,98.0
2024-05-10 10:00:00+00:00,2024-05-10 15:30:00+05:30,41.74,15.08,1.38,432.3,9.95,97.94
2024-05-10 11:00:00+00:00,2024-05-10 16:30:00+05:30,41.02,15.66,1.77,249.75,9.95,97.91
2024-05-10 12:00:00+00:00,2024-05-10 17:30:00+05:30,39.69,16.98,1.77,82.75,10.09,97.91
2024-05-10 13:00:00+00:00,2024-05-10 18:30:00+05:30,36.35,20.83,2.16,4.9,10.45,97.96
2024-05-10 14:00:00+00:00,2024-05-10 19:30:00+05:30,34.91,23.71,2.85,0.0,11.2,98.03
2024-05-10 15:00:00+00:00,2024-05-10 20:30:00+05:30,34.11,26.76,3.46,0.0,12.35,98.12
2024-05-10 16:00:00+00:00,2024-05-10 21:30:00+05:30,33.11,30.72,4.02,0.0,13.6,98.18
2024-05-10 17:00:00+00:00,2024-05-10 22:30:00+05:30,31.99,35.1,4.24,0.0,14.69,98.23
2024-05-10 18:00:00+00:00,2024-05-10 23:30:00+05:30,30.98,39.02,4.25,0.0,15.44,98.25
2024-05-10 19:00:00+00:00,2024-05-11 00:30:00+05:30,30.14,42.06,4.14,0.0,15.86,98.24
2024-05-10 20:00:00+00:00,2024-05-11 01:30:00+05:30,29.44,44.32,3.91,0.0,16.06,98.25
2024-05-10 21:00:00+00:00,2024-05-11 02:30:00+05:30,28.71,46.4,3.32,0.0,16.1,98.27
2024-05-10 22:00:00+00:00,2024-05-11 03:30:00+05:30,28.04,48.18,2.55,0.0,16.1,98.32
