ward_id,ward_name,forecast_date,temperature_max_c,humidity_mean_pct,wbgt_max_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,consecutive_danger_days,population_estimate_2020,mortality_risk_index,evidence_relative_risk,evidence_relative_increase_pct,calibrated_mortality_risk_index,calibrated_risk_level,calibrated_alert_code,calibrated_recommended_action
261,JIWANPUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,126083,72.52,1.27,27.03,92.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
259,JANTA COLONY,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,27708,68.08,1.27,27.03,86.46,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
234,GANDHI NAGAR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,41328,68.06,1.27,27.03,86.44,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
267,NEHRU VIHAR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,11931,68.05,1.27,27.03,86.42,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
114,TILAK NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,62601,68.02,1.27,27.03,86.39,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
252,MAUJPUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,38691,68.02,1.27,27.03,86.39,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
263,SABOLI,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,77424,67.96,1.27,27.03,86.31,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
122,HASTSAL,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,165865,67.9,1.27,27.03,86.23,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
UNNUMBERED_001,Unnamed Boundary (UNNUMBERED_001),2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,460701,67.88,1.27,27.03,86.21,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
209,MAYUR VIHAR PHASE-I,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,57298,67.88,1.27,27.03,86.21,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
101,RAJA GARDEN,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,72850,67.86,1.27,27.03,86.18,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
231,GHONDLI,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,41086,67.81,1.27,27.03,86.12,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
62,RAMPURA,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,90152,67.81,1.27,27.03,86.12,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
220,PATPARGANJ,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,53355,67.68,1.27,27.03,85.95,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
13,DHIR PUR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,148704,67.65,1.27,27.03,85.92,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
74,INDER LOK COLONY,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,76515,67.63,1.27,27.03,85.89,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
199,TEKHAND,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,104835,67.58,1.27,27.03,85.83,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
19,BHALSWA,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,108217,67.56,1.27,27.03,85.8,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
238,JHILMIL,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,45475,67.49,1.27,27.03,85.71,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
108,KHYALA,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,55523,67.42,1.27,27.03,85.62,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
63,KOHAT ENCLAVE,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,75644,67.42,1.27,27.03,85.62,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
103,PUNJABI BAGH,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,85113,67.36,1.27,27.03,85.55,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
25,POOTH KALAN,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,179997,67.36,1.27,27.03,85.55,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
224,PANDAV NAGAR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,59364,67.35,1.27,27.03,85.53,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
98,MANSAROWER GARDEN,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,54546,67.32,1.27,27.03,85.5,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
222,LAXMI NAGAR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,35279,67.24,1.27,27.03,85.39,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
137,ROSHANPURA,2026-08-31,34.0,69.92,31.08,42.92,73.98,10,1,4,187037,67.18,1.27,27.03,85.32,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
149,RAJENDER NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,98729,67.13,1.27,27.03,85.26,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
60,SARASWATI VIHAR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,109352,67.12,1.27,27.03,85.24,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
106,TAGORE GARDEN,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,34732,67.11,1.27,27.03,85.23,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
59,RANI BAGH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,99116,67.11,1.27,27.03,85.23,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
217,VINOD NAGAR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,33892,67.08,1.27,27.03,85.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
99,MOTI NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,35615,67.05,1.27,27.03,85.15,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
215,KONDLI,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,49493,67.05,1.27,27.03,85.15,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
61,TRI NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,35088,67.01,1.27,27.03,85.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
117,JANAK PURI WEST,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,73642,66.99,1.27,27.03,85.08,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
212,NEW ASHOK NAGAR,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,50336,66.93,1.27,27.03,85.0,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
221,KISHAN KUNJ,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,46688,66.93,1.27,27.03,85.0,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
116,VIKASPURI EAST,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,80114,66.88,1.27,27.03,84.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
223,SHAKARPUR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,40530,66.88,1.27,27.03,84.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
260,BABAR PUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,32583,66.83,1.27,27.03,84.87,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
218,MANDAWALI,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,33057,66.82,1.27,27.03,84.86,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
208,SARITA VIHAR,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,121549,66.76,1.27,27.03,84.79,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
124,VIKAS NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,73547,66.74,1.27,27.03,84.76,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
44,QUAMMRUDDIN NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,116151,66.67,1.27,27.03,84.67,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
197,TUGHLAKABAD,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,114921,66.66,1.27,27.03,84.66,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
45,ROHINI SOUTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,72363,66.64,1.27,27.03,84.63,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
226,VISHWASH NAGAR,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,40560,66.63,1.27,27.03,84.62,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
94,WEST PATEL NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,36328,66.62,1.27,27.03,84.61,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
56,SHALIMAR BAGH SOUTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,71558,66.62,1.27,27.03,84.61,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
113,MAHAVIR NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,46655,66.59,1.27,27.03,84.57,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
200,HARKESH NAGAR,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,59996,66.53,1.27,27.03,84.49,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
211,TRILOK PURI,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,78736,66.5,1.27,27.03,84.46,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
202,MEETHEYPUR,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,71714,66.47,1.27,27.03,84.42,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
136,MATIALA,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,164377,66.43,1.27,27.03,84.37,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
72,MODEL TOWN,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,82922,66.41,1.27,27.03,84.34,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
107,VISHNU GARDEN,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,19980,66.39,1.27,27.03,84.32,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
193,SRI NIWASPURI,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,84575,66.37,1.27,27.03,84.29,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
153,DARYAGANJ,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,97264,66.36,1.27,27.03,84.28,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
68,ASHOK VIHAR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,66726,66.33,1.27,27.03,84.24,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
